Id,SalePrice
555,122038.24282985007
899,63939.32245168861
2357,184503.83251819146
328,127708.13233826161
1356,124873.15161888361
1154,120234.03501265438
1730,170171.16499820785
2249,142740.13004620073
1119,241877.93961724718
2856,130563.74078429419
1394,150087.85283022307
2587,131408.16391909667
61,328973.1703014014
2661,206127.63057469315
2711,134239.8886552381
1147,164015.32744658107
757,141592.50985947257
2623,95410.20340952468
2378,160364.40232329143
1413,149355.8228759043
1722,227614.14191530636
1112,192924.07591796605
1623,187697.00812849286
1201,172892.26462167685
1513,125330.44070086701
957,228000.3871807288
1171,261479.17725065962
1145,197964.59319070136
2726,214669.99823498997
703,163198.82462601742
760,87383.94329114124
1964,137378.17961486065
2512,187694.41290994172
159,146977.60010096093
1281,163889.65811970964
468,176377.85519338067
290,120072.96253719056
665,92917.49283418595
1463,268873.84443409264
1792,225866.401126883
923,135477.45366415448
500,246578.91914798453
1408,139486.49696093748
331,88750.70627257823
170,125184.8702202165
2192,100542.27857627416
2571,268959.87403234484
2314,169957.43582455325
2647,108186.43919277638
422,440791.06292726804
2457,320887.0171033353
1838,229625.7635941123
2805,249268.46145213253
1645,168180.95489659777
1711,280352.6073471537
2825,278951.14343164023
322,356345.7109948546
2103,254313.05435986284
342,118463.48601103066
600,106664.40906495339
488,183786.91453792294
1725,338367.35431973735
2246,251444.72607983527
2847,170761.62653058956
806,244716.80904638628
530,226161.2046217601
963,177903.03600127352
2678,70628.11480494795
171,98675.79931866606
2401,412567.14782661485
805,212316.17391154083
2259,237605.01148381588
1748,187844.901065978
1361,143466.65906467027
1677,142295.1974067805
1406,136036.57018110616
2322,251655.69687718127
688,164516.31570799285
143,135606.17923219284
804,204516.01057126882
1214,150065.21000166173
2828,168548.45345483988
1999,168826.1629357696
2467,200190.0964358491
2665,154476.74372158168
1538,350066.58986146445
398,109396.82877174151
2822,139477.80014842586
2157,152697.61686219092
1856,152174.60813870054
1269,104414.3822751689
2570,126778.93760321169
2320,235352.95295341662
1517,119323.0597239055
2304,120865.8764695222
1312,119299.97048959773
2012,132860.13257495957
506,208115.02124231443
2865,183468.7482509967
2367,131569.57490090356
554,82967.61364064795
238,126621.51156049962
1954,118261.49818572938
2488,142990.37878435975
2291,113509.39466033671
1969,100037.76515040395
2725,154099.0459297311
1482,152697.61686219092
2763,200574.79344521323
503,223758.16729919988
1584,256610.89646520585
1531,140280.85247427248
2210,144650.06507548137
459,339826.91929091094
556,128953.21178637962
1347,136403.56640289925
1290,96294.30698655546
1388,105779.79912171312
1571,164401.82220036822
2754,201914.4948921416
765,123979.12315502393
2494,126871.21713205632
2870,177874.82133901946
7,218338.0848383913
1114,238081.69830352848
2418,274969.28597674234
291,123283.13064747167
18,336692.77893184515
39,347167.740386077
1001,275302.59851011174
2442,238736.0004090384
616,123067.15042799572
2680,66009.3659587769
1414,119280.50645003923
289,133506.80013338116
40,243790.83910938434
860,122517.90516342745
409,143148.6495558124
673,149500.7459535347
2427,190264.51972378895
2036,202219.4179754831
2564,149103.68767996272
642,147981.58833533307
1008,178456.8702457248
1908,122534.42106006733
2519,197210.61970203844
1369,95971.94008761314
2855,153754.96054700075
712,98041.08365059968
1943,97169.74503894194
1958,125809.44128135133
107,163855.2550263392
2295,176044.44910096627
704,84986.95996213975
676,125832.46041778663
259,179379.24506755688
93,263460.2423599446
106,232731.5497932189
2315,185214.13434743602
1050,120195.81267625673
1095,185642.6752288359
2709,129772.98822277565
758,131865.18527987695
1496,158512.90819133926
2370,142295.1974067805
2458,270008.71968236053
2733,125548.31937653066
161,328653.35075378494
726,150458.54767106607
845,205076.9036424093
947,247999.76941960966
2232,102826.07352570447
2563,138035.79625103084
2299,108607.11458955439
211,88829.84431895215
605,162946.12844349208
1478,240721.6293167186
2247,251444.72607983527
2274,154668.82820347085
2869,171923.7303549414
967,226650.6704981018
2656,119489.11065178111
667,194282.25883922918
1042,130127.24284118986
2023,152763.90802041444
2447,398178.2521008327
2055,133658.54742060535
2275,296706.13287404715
2204,166443.87184399302
1563,279249.71889856044
483,202427.62730133496
796,138868.823371665
1526,153568.81806150603
2042,139379.1650876237
442,329368.7644033642
1693,325050.557579907
1468,210821.24512799946
1430,179870.18874572014
2605,138764.91466044955
1529,172791.68010938796
335,131635.99306472467
1287,134016.17310162765
31,120772.72722635412
1785,265231.53176770476
82,165670.13019681218
2620,120817.87017735653
252,196020.3921847339
721,81517.42946869115
2165,185988.61352895809
2316,174142.49380408216
775,128161.1594590325
1558,91912.48445986165
17,229693.01012588743
1022,218661.93520810877
925,119275.19509920693
438,287327.5591493961
1270,148677.94042327596
1272,124704.3476398612
215,106112.69865858287
266,212086.85981546482
2402,246720.94264446615
1250,116385.17803085234
1984,116771.61710357293
1279,142486.46784466473
377,266996.5364196503
1252,148962.01625494155
2156,254063.40661429384
499,290794.6110857545
1374,120530.17021060345
2898,254637.52488927956
401,109799.5298613762
2721,182727.8163062027
2078,254493.50849629258
2589,123796.7918820541
1946,225788.16892453592
1334,133988.23704284953
2781,218326.3258750074
431,393955.0225464911
576,195095.44011053827
1474,205178.57041624817
2254,152131.1811764495
2155,276209.48958264315
885,105431.17252048988
643,134385.34521320675
1944,128051.72675434826
480,199346.74120135288
2845,92899.30804453683
2387,312426.3024550163
2407,207403.2854467086
2527,147699.71119860947
2514,169875.27480533047
629,150404.9733542803
80,189455.78017234
1876,136914.6573435777
1546,134234.31541203588
2518,159810.713709272
2347,155175.95303611603
783,162946.16398526964
1322,50561.46615667386
194,79026.11451364144
1770,255497.0799027035
2143,137475.74151568313
1229,189944.75967296865
511,257412.7354033833
46,206613.26749559745
1348,156964.40976882345
2465,198187.80698195143
387,233163.27048432807
873,202947.54015304614
1918,121549.65951402637
2764,231368.69475022398
2184,132349.27155560022
934,150172.48140824708
1920,134643.2454774617
2631,153603.0860391276
1768,688403.9547685209
2040,121197.41116543533
1749,219410.19254534223
834,201627.44405925344
1457,241332.24448049327
79,135773.34547127722
2302,124285.54342566074
1817,136677.43269894336
2755,227818.14210174943
359,168583.11266659814
2059,121760.18368489953
2092,222873.83953235907
2516,242444.4309702051
150,121022.21466227336
1656,136343.62923737717
83,94766.75796089975
2411,177006.09310597737
795,78545.71626733882
2312,233523.09147802342
2917,98263.98449720841
1624,188812.18579623313
2215,337264.3487086601
1211,144466.0625234082
1485,152697.61686219092
1024,158239.85462535988
570,180402.46785810796
2874,132464.66836228236
700,143078.61595537598
2756,218262.42831292254
2022,188402.74183643993
583,222692.58010315854
2392,340381.6639691868
2424,209828.80656147175
212,95349.66145210224
736,134768.06210723458
1610,163089.05009790175
890,120518.06220653256
467,174711.53480022526
578,252543.52030794034
1747,187220.8592964212
1149,167669.7348719228
2758,226791.27515720538
857,131593.0443302944
2219,281984.6172964402
733,78118.19064326477
2909,136451.41403975012
1798,251038.8259747887
235,121499.7383619268
2366,136365.40729372323
1027,130749.86884123896
1195,132715.11030558264
1303,61641.937740358284
148,166184.13381953054
608,138483.84898218748
2515,201818.6969107887
821,279994.29014200135
2500,274660.387132404
745,126584.45519515709
741,132285.7556701252
1611,120182.92575672771
2532,125678.77198445854
1081,210801.313520016
1692,411849.76344520075
2520,182787.934292177
276,104678.1281364463
1992,121099.67564872743
663,49835.35526731905
418,146903.3156420931
1733,187137.71906102262
2359,148542.09926237693
253,196441.85716040837
1518,172566.17401286328
2035,135329.45535250017
2919,96347.8547428415
1540,216800.1196233252
2120,143641.08609511418
1674,182679.10864503033
256,141979.76432082173
2361,110609.38465107462
978,102279.14507093061
2280,171823.73927465169
2095,218494.9822145644
1709,315221.8334159947
2801,230648.12974452783
1246,113734.29571883383
2373,131087.02992787625
1055,274911.8948498803
2017,120703.3301080905
1099,259614.4227943141
1344,91498.601425818
835,167235.04740385944
1117,212508.84079012639
2043,90038.48720316536
2085,136272.10466406457
410,160888.8470740748
2650,116178.1497433732
2867,159087.76105445586
1668,125625.23718353178
1161,180359.1598050892
2122,169592.89887648428
2539,133643.0823044874
1047,150444.45212886584
1445,130718.18422744943
541,124208.83035112283
569,215844.7480005903
1276,115957.39882131743
918,148589.90953807667
326,163621.09166101424
1936,130920.27627760389
895,105545.66909932085
257,140034.68070238412
1241,159649.9917190925
1545,135534.11663630238
1189,166673.16064427103
270,151579.60235753155
2066,198602.55659396003
693,120171.69217926946
1259,130539.24127647206
2916,149701.076348806
2321,265658.8328768436
1977,77497.2825206728
1895,158202.21855529552
1240,147677.19115618936
85,139827.65896367937
1823,112955.04116294246
825,302696.09284457786
110,211455.28518633227
697,130985.58871205497
2297,104690.58779514847
1231,129920.51353741568
1355,140741.09833568297
968,330722.0811802838
584,223169.18757190718
1315,113506.93572487246
1606,129832.20653839194
206,97275.92429617497
1685,331121.4255525934
2016,140340.88847698813
869,213456.99791133415
2135,127100.91396756619
2346,163340.15015364412
2430,218429.08567706693
2198,68244.04074158757
2652,119343.31660267759
27,109746.92264818738
241,177398.4418128374
906,120256.08511812509
1506,108800.93408739257
2098,363543.9247881951
1435,203772.36323958033
2213,112578.12158312
1274,127609.12648101065
743,60818.84794052739
1737,205490.45579543317
2797,260874.37853605414
2185,76347.43599145411
58,186323.03923134963
830,195749.18447774503
808,139366.3410933527
680,159680.4598760265
1153,99148.09036547378
1291,131319.4719348635
1818,161132.842662099
2161,194384.95143616726
1883,126061.96281471859
350,388675.79426449555
2473,139753.62319836934
295,172305.80988871076
293,201976.69227214737
859,121123.18580828652
288,67138.07710916098
1578,157396.2727251396
102,172386.21936970457
2831,192731.51437503588
1030,169187.30642328912
2551,135678.39717562177
1286,140404.87451939977
958,306130.0695007055
776,125464.76956571867
72,214710.74182103184
2263,246665.9752600607
1866,157971.27083772066
2876,91095.31181805691
2146,267472.11156762426
103,182937.67378784635
1500,166937.66873240817
492,174837.0224430438
167,130025.49174829724
2597,125656.19833494467
2685,116448.49094876276
1035,145252.64708315677
1220,56113.86063415428
2602,138544.59900303627
2159,217011.83736413927
695,132885.59901787224
1109,231059.0584729944
640,146766.56069213286
1652,149429.10573364695
2090,174855.47055826115
1188,183933.82251689897
2345,260833.10329886636
1059,412189.117704832
2751,231789.30795211613
128,213654.08288256748
1523,155857.0782882287
2925,145805.67636553774
2145,288007.96719782223
1121,228301.9699112461
566,301118.7089474
565,209010.05742698838
1331,140526.9730365292
2928,121297.90476536269
156,137300.0175521523
797,162022.48253411107
327,111034.34131837188
2859,141435.55043063118
1453,117733.66307583383
1762,309555.3490931619
1868,202679.03891744345
1760,184998.15739287224
1113,234550.9710473963
1812,188789.42027538185
117,160433.9510497299
1142,203949.47437363348
2342,354409.19869601645
927,119742.68821827449
2478,192349.10685494076
655,92659.77392257986
2064,116799.49311922932
369,242525.05786489556
2239,125420.5812826451
2732,199345.12064051031
1653,161451.60182647934
959,231467.5651833104
2395,329088.3987703122
1412,94935.76863450545
271,249468.6878929113
1484,152697.61686219092
1497,141395.8898332648
552,154113.3253387312
2,112725.739775237
1855,274849.7701161173
4,231113.81753494526
2292,150043.0829458327
134,131785.6362343915
646,95870.50716030414
42,333645.4847764082
532,218524.06432818784
713,108225.65119674837
2561,129671.70206354947
2360,132336.4752731996
1333,130337.45247589315
1407,195887.5918806771
2892,251793.70451359695
574,227597.32628264918
1227,186620.53056448372
2591,217216.33927783908
1476,210048.67752096956
1125,276925.52425167523
1446,132563.12814816658
408,129815.41586411805
1101,261019.9674578141
2251,170360.700300771
373,183623.9510780909
2554,120427.46648600175
2382,249291.60468372254
1985,72095.242885465
519,223621.42222630122
1093,191171.13311564416
864,259155.72419428907
2889,147840.83447792297
2308,165468.807107819
986,149626.59454308476
1302,136054.46108781485
585,148091.53931426315
2708,154046.77750608674
147,131090.36629831407
1441,213177.57881465167
383,172546.96253838475
285,162730.45648561144
181,115794.56892079492
358,165126.49448080052
780,181028.35745754128
258,199883.27695826927
1865,227501.32446422643
692,136042.53966689718
2902,326658.2662946937
508,276343.235589633
2638,143542.35404751397
36,159190.25349561012
611,161357.36638867468
2281,114867.37253592676
1678,142295.1974067805
1696,439127.5008544695
1557,81117.7031375813
2180,157458.0001080561
1726,223653.18290446218
951,138839.52559073962
267,224401.8530733419
2706,136188.145899907
2221,204702.1639316962
1357,149237.32721901144
2901,318290.11965777667
347,198787.8971150146
2164,192636.5861196591
1586,281405.516891078
360,166481.98544084886
1769,224767.13700849685
2617,169323.30388402357
1879,164760.9870999759
991,213962.68731425208
1535,120651.60735396734
1191,151567.174721345
1579,202428.20717384663
1882,144903.9015463266
1510,126828.68396253894
2196,131026.11511939275
1845,174296.95047735717
2336,392102.1179842108
942,85310.2237325561
861,128005.61102914307
2555,105651.53426553823
1392,152021.00718915663
2099,254313.05435986284
1543,139123.30444060315
948,278135.4139933016
1239,157661.03775726992
22,168914.02969138182
2796,228271.5740151074
2747,170329.04277412532
92,265762.31477176445
210,153996.6189902354
1858,208769.11366468246
2228,186408.5715625656
447,218595.87029479846
827,224781.44172563098
1649,225179.3340555409
682,140109.332253176
2698,126325.76126822505
494,182263.8081464651
214,92621.36776869299
2441,249537.1088898405
2679,100920.47862852385
1336,125791.37891276123
465,182145.91593072176
1524,128864.74329733437
2543,111767.38229921082
631,127087.61849658846
2452,282962.6017887966
228,149142.8455500401
126,152701.38348902055
1092,206613.26749559745
1122,231385.14041666384
932,203378.417834861
1980,91136.56108873458
2171,112235.1203637694
551,158711.9154447555
2768,165606.6699799325
2056,120730.38100154
1159,355561.34365483496
2645,111643.9333148975
1174,183858.9048907766
2266,206828.99713895968
2462,399595.8373875681
1219,140258.74565112856
2922,189946.00506291597
118,135847.08346664457
474,188394.3150158742
2576,157006.27471803752
872,296053.8070689086
1077,224875.23679291148
1536,113258.93271536818
1150,115457.17395296835
2341,271491.84509246383
1931,143234.72263228663
2785,128981.62988883298
2538,128657.1431794216
597,204273.99047106717
464,198192.35547191376
233,191283.85542715882
2169,125875.0415469431
2123,164985.5332278649
1867,159245.81098987054
137,282700.4376923778
515,218510.5672309508
933,135593.23333131112
2784,161398.86265282918
972,189899.24798408712
599,150711.21650699375
2614,128321.9243052743
2582,132386.75798160533
1409,152234.2132755396
175,85241.57760323434
352,228634.60396900345
976,109929.16034100509
2134,203428.01428790874
984,108548.28544275835
2396,345152.35215848417
1673,159756.82763017216
404,133391.98242381983
607,149065.16382486964
814,140313.90163650303
868,203923.01771723287
2271,211880.6832158499
1633,220537.14465663873
337,169663.47400775313
2765,156405.3904284315
1746,218522.16854704198
368,328169.403183175
2806,207153.14960997342
1662,189936.29324586896
1234,190097.40499859193
1373,131399.5072396636
1672,110609.38465107462
1939,117327.91819696361
